Date,Close,Volume
2024-06-28,10070.462890625,30775000
2024-07-01,10420.3046875,24594800
2024-07-02,10145.4287109375,22879500
2024-07-03,10345.3388671875,12859500
2024-07-04,10395.31640625,9005200
2024-07-05,10295.361328125,11766300
2024-07-08,10170.4169921875,7814100
2024-07-09,9945.5185546875,13353200
2024-07-10,9820.5751953125,10028200
2024-07-11,9420.7548828125,17882200
2024-07-12,9445.744140625,20197400
2024-07-15,9045.923828125,19445200
2024-07-16,8496.171875,28227600
2024-07-17,7771.49853515625,46259600
2024-07-18,8696.08203125,51865800
2024-07-19,8721.0703125,98544500
2024-07-22,9045.923828125,28857600
2024-07-23,8746.0595703125,18774000
2024-07-24,8546.1494140625,14257200
2024-07-25,8371.228515625,18465200
2024-07-26,8796.037109375,12978100
2024-07-29,8596.126953125,13833100
2024-07-30,8646.1044921875,11045600
2024-07-31,8646.1044921875,14387900
2024-08-01,8671.0927734375,7539700
2024-08-02,8596.126953125,6976600
2024-08-05,7896.44189453125,28040800
2024-08-06,7946.41943359375,15551700
2024-08-07,8221.2958984375,20367100
2024-08-08,8121.3408203125,8853500
2024-08-09,8346.2392578125,9458700
2024-08-12,8421.2060546875,6735900
2024-08-13,8396.216796875,9766200
2024-08-14,8796.037109375,16591200
2024-08-15,8671.0927734375,12918000
2024-08-16,8746.0595703125,7753700
2024-08-19,9195.8564453125,34839100
2024-08-20,9420.7548828125,28068200
2024-08-21,9520.7099609375,19196600
2024-08-22,9370.77734375,25542900
2024-08-23,9445.744140625,23899900
2024-08-26,9720.6201171875,57298000
2024-08-27,9795.5859375,17492500
2024-08-28,10195.40625,40802700
2024-08-29,10420.3046875,81771500
2024-08-30,10745.158203125,41385100
2024-09-02,10745.158203125,38161000
2024-09-03,10245.3837890625,33730400
2024-09-04,11244.93359375,51227800
2024-09-05,10745.158203125,45513500
2024-09-06,10795.1357421875,23803900
2024-09-09,10745.158203125,26312900
2024-09-10,11494.8203125,38892300
2024-09-11,11894.640625,41615200
2024-09-12,11744.7080078125,25427800
2024-09-13,11769.697265625,12601300
2024-09-17,11144.978515625,45242600
2024-09-18,10720.169921875,34909700
2024-09-19,11020.0341796875,36434400
2024-09-20,8821.025390625,17045100
2024-09-23,7071.8134765625,12591300
2024-09-24,7221.74609375,467025900
2024-09-25,6971.85888671875,66286900
2024-09-26,7296.71240234375,58899700
2024-09-27,7171.7685546875,33279500
2024-09-30,6597.02734375,50373500
2024-10-01,6796.9375,24884500
2024-10-02,6971.85888671875,60147400
2024-10-03,6846.9150390625,43581700
2024-10-04,6946.8701171875,53098700
2024-10-07,6746.9599609375,24792200
2024-10-08,6696.982421875,12943900
2024-10-09,6597.02734375,11196700
2024-10-10,6522.0615234375,10231500
2024-10-11,6497.07275390625,14669000
2024-10-14,6696.982421875,19802300
2024-10-15,6547.05029296875,16954300
2024-10-16,6871.90380859375,26103900
2024-10-17,7171.7685546875,43453000
2024-10-18,7171.7685546875,95394100
2024-10-21,7021.8359375,20722600
2024-10-22,7621.56591796875,69416000
2024-10-23,7571.58837890625,39537300
2024-10-24,7396.66748046875,25490300
2024-10-25,7271.7236328125,13699600
2024-10-28,6796.9375,38459900
2024-10-29,6796.9375,10521400
2024-10-30,6671.99365234375,9464700
2024-10-31,6796.9375,18560900
2024-11-01,6696.982421875,11549600
2024-11-04,6597.02734375,8692500
2024-11-05,6397.11767578125,15252200
2024-11-06,6372.12890625,16740100
2024-11-07,5997.2978515625,14418500
2024-11-08,6871.90380859375,56915100
2024-11-11,7371.6787109375,51912700
2024-11-12,7496.6220703125,55528200
2024-11-13,7371.6787109375,22572100
2024-11-14,7021.8359375,19680100
2024-11-15,6896.892578125,20269300
2024-11-18,6671.99365234375,12541000
2024-11-19,6846.9150390625,13064000
2024-11-20,6746.9599609375,7025800
2024-11-21,6547.05029296875,12451700
2024-11-22,6696.982421875,10506200
2024-11-25,6896.892578125,18223100
2024-11-26,6696.982421875,12522000
2024-11-28,6746.9599609375,4553600
2024-11-29,6622.01611328125,12623100
2024-12-02,6721.97119140625,8955800
2024-12-03,6796.9375,10095800
2024-12-04,7471.63330078125,41585700
2024-12-05,7496.6220703125,33477500
2024-12-06,8496.171875,65924600
2024-12-09,8321.2509765625,31066900
2024-12-10,8446.1943359375,38842600
2024-12-11,8396.216796875,29210500
2024-12-12,8525.0,17602300
2024-12-13,8525.0,27358700
2024-12-16,8425.0,24698300
2024-12-17,8800.0,37949700
2024-12-18,8975.0,24813500
2024-12-19,8825.0,26992300
2024-12-20,9200.0,32532200
2024-12-23,9375.0,27643300
2024-12-24,9125.0,21027300
2024-12-27,9200.0,11432100
2024-12-30,9275.0,22948300
2025-01-02,9475.0,31228000
2025-01-03,9675.0,16136000
2025-01-06,9800.0,19534300
2025-01-07,10550.0,50713700
2025-01-08,10475.0,35618900
2025-01-09,10225.0,21496500
2025-01-10,10450.0,16317700
2025-01-13,10025.0,37723000
2025-01-14,9650.0,30077600
2025-01-15,9075.0,40012900
2025-01-16,9575.0,35353500
2025-01-17,9825.0,60357300
2025-01-20,9600.0,21370700
2025-01-21,9850.0,50440000
2025-01-22,9850.0,25079100
2025-01-23,10000.0,22516700
2025-01-24,9600.0,28283600
2025-01-30,9125.0,19450700
2025-01-31,9025.0,13310200
2025-02-03,8400.0,27467700
2025-02-04,8875.0,17040900
2025-02-05,8850.0,13590000
2025-02-06,8775.0,8514600
2025-02-07,7025.0,9594200
2025-02-10,6650.0,154387100
2025-02-11,6025.0,60707200
2025-02-12,6275.0,27758900
2025-02-13,6125.0,20652100
2025-02-14,6150.0,17429300
2025-02-17,7025.0,45916300
2025-02-18,6825.0,26653500
2025-02-19,6725.0,11896600
2025-02-20,6700.0,12642500
2025-02-21,6900.0,21679300
2025-02-24,6300.0,23643300
2025-02-25,6125.0,19056200
2025-02-26,6425.0,23444300
2025-02-27,6200.0,19662900
2025-02-28,6125.0,14415600
2025-03-03,6400.0,13993600
2025-03-04,6075.0,23552800
2025-03-05,6100.0,9871600
2025-03-06,6325.0,10928500
2025-03-07,6475.0,22735800
2025-03-10,6225.0,9591300
2025-03-11,6150.0,8972200
2025-03-12,6150.0,5643400
2025-03-13,6075.0,5912700
2025-03-14,6025.0,6515500
2025-03-17,5725.0,13714900
2025-03-18,5050.0,49691200
2025-03-19,5300.0,21392000
2025-03-20,5600.0,23914000
2025-03-21,5975.0,44922600
2025-03-24,5450.0,25866200
2025-03-25,5125.0,15840600
2025-03-26,5450.0,15462000
2025-03-27,5500.0,10002700
2025-04-08,4740.0,23613500
2025-04-09,4250.0,24074500
2025-04-10,5000.0,32828300
2025-04-11,5150.0,19504500
2025-04-14,5650.0,33865700
2025-04-15,5900.0,27318000
2025-04-16,5600.0,20798300
2025-04-17,5600.0,8101700
2025-04-21,5600.0,6984400
2025-04-22,6000.0,21718600
2025-04-23,6100.0,20022000
2025-04-24,6000.0,55496500
2025-04-25,6000.0,9172000
2025-04-28,6050.0,26241400
2025-04-29,6025.0,8116900
2025-04-30,6025.0,7406500
2025-05-02,6100.0,11343400
2025-05-05,6150.0,14416100
2025-05-06,6200.0,23176000
2025-05-07,6100.0,70037000
2025-05-08,5950.0,21520300
2025-05-09,6000.0,9024500
2025-05-14,6175.0,17243800
2025-05-15,6200.0,21087000
2025-05-16,6675.0,66787100
2025-05-19,6500.0,27206000
2025-05-20,6500.0,42947100
2025-05-21,6500.0,18383400
2025-05-22,6500.0,8950800
2025-05-23,6650.0,18462000
2025-05-26,6525.0,19338300
2025-05-27,6575.0,16376900
2025-05-28,6500.0,10009200
2025-06-02,6275.0,13383300
2025-06-03,6200.0,10494200
2025-06-04,6150.0,6962600
2025-06-05,6350.0,21487100
2025-06-10,6725.0,46468500
2025-06-11,6575.0,30497100
2025-06-12,6450.0,18601700
2025-06-13,6375.0,20286500
2025-06-16,6325.0,13282300
2025-06-17,6400.0,16143200
2025-06-18,6300.0,9674300
2025-06-19,6125.0,19086900
2025-06-20,6050.0,18678500
2025-06-23,5800.0,14815400
2025-06-24,5850.0,14893700
2025-06-25,5775.0,8470800
2025-06-26,5775.0,6855600
2025-06-30,5875.0,13487000
2025-07-01,5900.0,22084700
2025-07-02,5825.0,15638000
2025-07-03,5750.0,3185700
2025-07-04,5700.0,4715800
2025-07-07,5825.0,15984900
2025-07-08,6000.0,11718100
2025-07-09,5975.0,9563400
2025-07-10,6100.0,15585100
2025-07-11,6100.0,12951800
2025-07-14,7300.0,150102200
2025-07-15,7750.0,121620600
2025-07-16,7700.0,55971100
2025-07-17,7725.0,38443100
2025-07-18,8000.0,95900700
2025-07-21,7900.0,45820100
2025-07-22,7875.0,70858500
2025-07-23,7825.0,33058300
2025-07-24,7725.0,20312400
2025-07-25,7650.0,20860300
2025-07-28,7925.0,29391500
2025-07-29,7925.0,21903100
2025-07-30,7825.0,22115500
2025-07-31,7825.0,10829100
2025-08-01,7800.0,15546700
2025-08-04,7200.0,38666700
2025-08-05,7075.0,35004600
2025-08-06,7225.0,21124000
2025-08-07,7250.0,25660000
2025-08-08,7950.0,73663400
2025-08-11,8750.0,84544500
2025-08-12,9100.0,72575500
2025-08-13,9100.0,55874800
2025-08-14,9225.0,37491300
2025-08-15,8750.0,39895400
2025-08-19,8575.0,30511700
2025-08-20,8600.0,15708700
2025-08-21,8425.0,23015500
2025-08-22,8525.0,18611300
2025-08-25,8925.0,27637600
2025-08-26,8875.0,37895200
2025-08-27,9800.0,76579700
